lower_limit,left_limit,upper_limit,right_limit,input_text
23.75,70.0,24.0,70.25,F42E1
23.5,70.5,23.75,70.75,F42E10
23.25,70.5,23.5,70.75,F42E11
23.0,70.5,23.25,70.75,F42E12
23.75,70.75,24.0,71.0,F42E13
23.5,70.75,23.75,71.0,F42E14
23.25,70.75,23.5,71.0,F42E15
23.0,70.75,23.25,71.0,F42E16
23.5,70.0,23.75,70.25,F42E2
23.25,70.0,23.5,70.25,F42E3
23.0,70.0,23.25,70.25,F42E4
23.5,70.25,23.75,70.5,F42E6
23.25,70.25,23.5,70.5,F42E7
23.0,70.25,23.25,70.5,F42E8
23.75,70.5,24.0,70.75,F42E9
23.75,71.0,24.0,71.25,F42F1
23.5,71.5,23.75,71.75,F42F10
23.25,71.5,23.5,71.75,F42F11
23.0,71.5,23.25,71.75,F42F12
23.75,71.75,24.0,72.0,F42F13
23.5,71.75,23.75,72.0,F42F14
23.25,71.75,23.5,72.0,F42F15
23.0,71.75,23.25,72.0,F42F16
23.5,71.0,23.75,71.25,F42F2
23.25,71.0,23.5,71.25,F42F3
23.0,71.0,23.25,71.25,F42F4
23.75,71.25,24.0,71.5,F42F5
23.5,71.25,23.75,71.5,F42F6
23.25,71.25,23.5,71.5,F42F7
23.0,71.25,23.25,71.5,F42F8
23.75,71.5,24.0,71.75,F42F9
22.25,68.75,22.5,69.0,F42I15
22.75,69.0,23.0,69.25,F42J1
22.25,69.5,22.5,69.75,F42J11
22.0,69.5,22.25,69.75,F42J12
22.75,69.75,23.0,70.0,F42J13
22.5,69.75,22.75,70.0,F42J14
22.25,69.75,22.5,70.0,F42J15
22.0,69.75,22.25,70.0,F42J16
22.25,69.0,22.5,69.25,F42J3
22.75,69.25,23.0,69.5,F42J5
22.0,69.25,22.25,69.5,F42J8
22.75,70.0,23.0,70.25,F42K1
22.5,70.5,22.75,70.75,F42K10
22.25,70.5,22.5,70.75,F42K11
22.0,70.5,22.25,70.75,F42K12
22.75,70.75,23.0,71.0,F42K13
22.5,70.75,22.75,71.0,F42K14
22.25,70.75,22.5,71.0,F42K15
22.0,70.75,22.25,71.0,F42K16
22.5,70.0,22.75,70.25,F42K2
22.25,70.0,22.5,70.25,F42K3
22.0,70.0,22.25,70.25,F42K4
22.75,70.25,23.0,70.5,F42K5
22.5,70.25,22.75,70.5,F42K6
22.25,70.25,22.5,70.5,F42K7
22.0,70.25,22.25,70.5,F42K8
22.75,70.5,23.0,70.75,F42K9
22.75,71.0,23.0,71.25,F42L1
22.5,71.5,22.75,71.75,F42L10
22.25,71.5,22.5,71.75,F42L11
22.0,71.5,22.25,71.75,F42L12
22.75,71.75,23.0,72.0,F42L13
22.5,71.75,22.75,72.0,F42L14
22.25,71.75,22.5,72.0,F42L15
22.0,71.75,22.25,72.0,F42L16
22.5,71.0,22.75,71.25,F42L2
22.25,71.0,22.5,71.25,F42L3
22.0,71.0,22.25,71.25,F42L4
22.75,71.25,23.0,71.5,F42L5
22.5,71.25,22.75,71.5,F42L6
22.25,71.25,22.5,71.5,F42L7
22.0,71.25,22.25,71.5,F42L8
22.75,71.5,23.0,71.75,F42L9
21.75,69.0,22.0,69.25,F42P1
21.75,69.75,22.0,70.0,F42P13
21.5,69.75,21.75,70.0,F42P14
21.75,69.25,22.0,69.5,F42P5
21.75,69.5,22.0,69.75,F42P9
21.75,70.0,22.0,70.25,F42Q1
21.5,70.5,21.75,70.75,F42Q10
21.25,70.5,21.5,70.75,F42Q11
21.0,70.5,21.25,70.75,F42Q12
21.75,70.75,22.0,71.0,F42Q13
21.25,70.75,21.5,71.0,F42Q15
21.0,70.75,21.25,71.0,F42Q16
21.5,70.0,21.75,70.25,F42Q2
21.25,70.0,21.5,70.25,F42Q3
21.75,70.25,22.0,70.5,F42Q5
21.5,70.25,21.75,70.5,F42Q6
21.25,70.25,21.5,70.5,F42Q7
21.0,70.25,21.25,70.5,F42Q8
21.75,70.5,22.0,70.75,F42Q9
21.75,71.0,22.0,71.25,F42R1
21.5,71.5,21.75,71.75,F42R10
21.25,71.5,21.5,71.75,F42R11
21.0,71.5,21.25,71.75,F42R12
21.75,71.75,22.0,72.0,F42R13
21.5,71.75,21.75,72.0,F42R14
21.25,71.75,21.5,72.0,F42R15
21.0,71.75,21.25,72.0,F42R16
21.5,71.0,21.75,71.25,F42R2
21.25,71.0,21.5,71.25,F42R3
21.0,71.0,21.25,71.25,F42R4
21.75,71.25,22.0,71.5,F42R5
21.5,71.25,21.75,71.5,F42R6
21.25,71.25,21.5,71.5,F42R7
21.0,71.25,21.25,71.5,F42R8
21.75,71.5,22.0,71.75,F42R9
20.75,70.75,21.0,71.0,F42W13
20.5,70.75,20.75,71.0,F42W14
20.75,71.25,21.0,71.5,F42X5
20.75,71.5,21.0,71.75,F42X9
23.75,72.0,24.0,72.25,F43A1
23.5,72.5,23.75,72.75,F43A10
23.25,72.5,23.5,72.75,F43A11
23.0,72.5,23.25,72.75,F43A12
23.75,72.75,24.0,73.0,F43A13
23.5,72.75,23.75,73.0,F43A14
23.25,72.75,23.5,73.0,F43A15
23.0,72.75,23.25,73.0,F43A16
23.5,72.0,23.75,72.25,F43A2
23.25,72.0,23.5,72.25,F43A3
23.0,72.0,23.25,72.25,F43A4
23.75,72.25,24.0,72.5,F43A5
23.5,72.25,23.75,72.5,F43A6
23.25,72.25,23.5,72.5,F43A7
23.0,72.25,23.25,72.5,F43A8
23.75,72.5,24.0,72.75,F43A9
23.75,73.0,24.0,73.25,F43B1
23.5,73.5,23.75,73.75,F43B10
23.25,73.5,23.5,73.75,F43B11
23.0,73.5,23.25,73.75,F43B12
23.25,73.75,23.5,74.0,F43B15
23.0,73.75,23.25,74.0,F43B16
23.5,73.0,23.75,73.25,F43B2
23.25,73.0,23.5,73.25,F43B3
23.0,73.0,23.25,73.25,F43B4
23.75,73.25,24.0,73.5,F43B5
23.5,73.25,23.75,73.5,F43B6
23.25,73.25,23.5,73.5,F43B7
23.0,73.25,23.25,73.5,F43B8
23.5,74.5,23.75,74.75,F43C10
23.25,74.5,23.5,74.75,F43C11
23.0,74.5,23.25,74.75,F43C12
23.75,74.75,24.0,75.0,F43C13
23.5,74.75,23.75,75.0,F43C14
23.25,74.75,23.5,75.0,F43C15
23.0,74.75,23.25,75.0,F43C16
23.25,74.0,23.5,74.25,F43C3
23.0,74.0,23.25,74.25,F43C4
23.5,74.25,23.75,74.5,F43C6
23.25,74.25,23.5,74.5,F43C7
23.0,74.25,23.25,74.5,F43C8
23.75,74.5,24.0,74.75,F43C9
23.75,75.0,24.0,75.25,F43D1
23.5,75.5,23.75,75.75,F43D10
23.25,75.5,23.5,75.75,F43D11
23.0,75.5,23.25,75.75,F43D12
23.75,75.75,24.0,76.0,F43D13
23.5,75.75,23.75,76.0,F43D14
23.25,75.75,23.5,76.0,F43D15
23.0,75.75,23.25,76.0,F43D16
23.5,75.0,23.75,75.25,F43D2
23.25,75.0,23.5,75.25,F43D3
23.0,75.0,23.25,75.25,F43D4
23.5,75.25,23.75,75.5,F43D6
23.25,75.25,23.5,75.5,F43D7
23.0,75.25,23.25,75.5,F43D8
23.75,75.5,24.0,75.75,F43D9
23.75,76.0,24.0,76.25,F43E1
23.5,76.5,23.75,76.75,F43E10
23.25,76.5,23.5,76.75,F43E11
23.0,76.5,23.25,76.75,F43E12
23.75,76.75,24.0,77.0,F43E13
23.5,76.75,23.75,77.0,F43E14
23.25,76.75,23.5,77.0,F43E15
23.0,76.75,23.25,77.0,F43E16
23.5,76.0,23.75,76.25,F43E2
23.25,76.0,23.5,76.25,F43E3
23.0,76.0,23.25,76.25,F43E4
23.75,76.25,24.0,76.5,F43E5
23.5,76.25,23.75,76.5,F43E6
23.25,76.25,23.5,76.5,F43E7
23.0,76.25,23.25,76.5,F43E8
23.75,76.5,24.0,76.75,F43E9
23.75,77.0,24.0,77.25,F43F1
23.5,77.5,23.75,77.75,F43F10
23.25,77.5,23.5,77.75,F43F11
23.0,77.5,23.25,77.75,F43F12
23.75,77.75,24.0,78.0,F43F13
23.5,77.75,23.75,78.0,F43F14
23.25,77.75,23.5,78.0,F43F15
23.0,77.75,23.25,78.0,F43F16
23.5,77.0,23.75,77.25,F43F2
23.25,77.0,23.5,77.25,F43F3
23.0,77.0,23.25,77.25,F43F4
23.75,77.25,24.0,77.5,F43F5
23.5,77.25,23.75,77.5,F43F6
23.25,77.25,23.5,77.5,F43F7
23.0,77.25,23.25,77.5,F43F8
23.75,77.5,24.0,77.75,F43F9
22.75,72.0,23.0,72.25,F43G1
22.5,72.5,22.75,72.75,F43G10
22.25,72.5,22.5,72.75,F43G11
22.0,72.5,22.25,72.75,F43G12
22.75,72.75,23.0,73.0,F43G13
22.5,72.75,22.75,73.0,F43G14
22.25,72.75,22.5,73.0,F43G15
22.0,72.75,22.25,73.0,F43G16
22.5,72.0,22.75,72.25,F43G2
22.25,72.0,22.5,72.25,F43G3
22.0,72.0,22.25,72.25,F43G4
22.75,72.25,23.0,72.5,F43G5
22.5,72.25,22.75,72.5,F43G6
22.25,72.25,22.5,72.5,F43G7
22.0,72.25,22.25,72.5,F43G8
22.75,72.5,23.0,72.75,F43G9
22.75,73.0,23.0,73.25,F43H1
22.5,73.5,22.75,73.75,F43H10
22.25,73.5,22.5,73.75,F43H11
22.0,73.5,22.25,73.75,F43H12
22.75,73.75,23.0,74.0,F43H13
22.5,73.75,22.75,74.0,F43H14
22.25,73.75,22.5,74.0,F43H15
22.0,73.75,22.25,74.0,F43H16
22.5,73.0,22.75,73.25,F43H2
22.25,73.0,22.5,73.25,F43H3
22.0,73.0,22.25,73.25,F43H4
22.75,73.25,23.0,73.5,F43H5
22.5,73.25,22.75,73.5,F43H6
22.25,73.25,22.5,73.5,F43H7
22.0,73.25,22.25,73.5,F43H8
22.75,73.5,23.0,73.75,F43H9
22.75,74.0,23.0,74.25,F43I1
22.5,74.5,22.75,74.75,F43I10
22.25,74.5,22.5,74.75,F43I11
22.0,74.5,22.25,74.75,F43I12
22.75,74.75,23.0,75.0,F43I13
22.5,74.75,22.75,75.0,F43I14
22.25,74.75,22.5,75.0,F43I15
22.0,74.75,22.25,75.0,F43I16
22.5,74.0,22.75,74.25,F43I2
22.0,74.0,22.25,74.25,F43I4
22.75,74.25,23.0,74.5,F43I5
22.5,74.25,22.75,74.5,F43I6
22.25,74.25,22.5,74.5,F43I7
22.0,74.25,22.25,74.5,F43I8
22.75,74.5,23.0,74.75,F43I9
22.75,75.0,23.0,75.25,F43J1
22.5,75.5,22.75,75.75,F43J10
22.25,75.5,22.5,75.75,F43J11
22.0,75.5,22.25,75.75,F43J12
22.75,75.75,23.0,76.0,F43J13
22.5,75.75,22.75,76.0,F43J14
22.25,75.75,22.5,76.0,F43J15
22.0,75.75,22.25,76.0,F43J16
22.5,75.0,22.75,75.25,F43J2
22.25,75.0,22.5,75.25,F43J3
22.0,75.0,22.25,75.25,F43J4
22.75,75.25,23.0,75.5,F43J5
22.5,75.25,22.75,75.5,F43J6
22.25,75.25,22.5,75.5,F43J7
22.0,75.25,22.25,75.5,F43J8
22.75,75.5,23.0,75.75,F43J9
22.75,76.0,23.0,76.25,F43K1
22.5,76.5,22.75,76.75,F43K10
22.25,76.5,22.5,76.75,F43K11
22.0,76.5,22.25,76.75,F43K12
22.75,76.75,23.0,77.0,F43K13
22.5,76.75,22.75,77.0,F43K14
22.25,76.75,22.5,77.0,F43K15
22.0,76.75,22.25,77.0,F43K16
22.5,76.0,22.75,76.25,F43K2
22.25,76.0,22.5,76.25,F43K3
22.0,76.0,22.25,76.25,F43K4
22.75,76.25,23.0,76.5,F43K5
22.5,76.25,22.75,76.5,F43K6
22.25,76.25,22.5,76.5,F43K7
22.0,76.25,22.25,76.5,F43K8
22.75,76.5,23.0,76.75,F43K9
22.75,77.0,23.0,77.25,F43L1
22.5,77.5,22.75,77.75,F43L10
22.25,77.5,22.5,77.75,F43L11
22.0,77.5,22.25,77.75,F43L12
22.75,77.75,23.0,78.0,F43L13
22.5,77.75,22.75,78.0,F43L14
22.25,77.75,22.5,78.0,F43L15
22.0,77.75,22.25,78.0,F43L16
22.5,77.0,22.75,77.25,F43L2
22.25,77.0,22.5,77.25,F43L3
22.0,77.0,22.25,77.25,F43L4
22.75,77.25,23.0,77.5,F43L5
22.5,77.25,22.75,77.5,F43L6
22.25,77.25,22.5,77.5,F43L7
22.0,77.25,22.25,77.5,F43L8
22.75,77.5,23.0,77.75,F43L9
21.75,72.0,22.0,72.25,F43M1
21.5,72.5,21.75,72.75,F43M10
21.25,72.5,21.5,72.75,F43M11
21.0,72.5,21.25,72.75,F43M12
21.75,72.75,22.0,73.0,F43M13
21.5,72.75,21.75,73.0,F43M14
21.25,72.75,21.5,73.0,F43M15
21.0,72.75,21.25,73.0,F43M16
21.5,72.0,21.75,72.25,F43M2
21.0,72.0,21.25,72.25,F43M4
21.75,72.25,22.0,72.5,F43M5
21.5,72.25,21.75,72.5,F43M6
21.75,72.5,22.0,72.75,F43M9
21.75,73.0,22.0,73.25,F43N1
21.5,73.5,21.75,73.75,F43N10
21.25,73.5,21.5,73.75,F43N11
21.0,73.5,21.25,73.75,F43N12
21.75,73.75,22.0,74.0,F43N13
21.5,73.75,21.75,74.0,F43N14
21.25,73.75,21.5,74.0,F43N15
21.0,73.75,21.25,74.0,F43N16
21.5,73.0,21.75,73.25,F43N2
21.25,73.0,21.5,73.25,F43N3
21.0,73.0,21.25,73.25,F43N4
21.75,73.25,22.0,73.5,F43N5
21.5,73.25,21.75,73.5,F43N6
21.25,73.25,21.5,73.5,F43N7
21.0,73.25,21.25,73.5,F43N8
21.75,73.5,22.0,73.75,F43N9
21.75,74.0,22.0,74.25,F43O1
21.5,74.5,21.75,74.75,F43O10
21.25,74.5,21.5,74.75,F43O11
21.0,74.5,21.25,74.75,F43O12
21.75,74.75,22.0,75.0,F43O13
21.5,74.75,21.75,75.0,F43O14
21.25,74.75,21.5,75.0,F43O15
21.0,74.75,21.25,75.0,F43O16
21.5,74.0,21.75,74.25,F43O2
21.25,74.0,21.5,74.25,F43O3
21.0,74.0,21.25,74.25,F43O4
21.75,74.25,22.0,74.5,F43O5
21.5,74.25,21.75,74.5,F43O6
21.25,74.25,21.5,74.5,F43O7
21.0,74.25,21.25,74.5,F43O8
21.75,74.5,22.0,74.75,F43O9
21.75,75.0,22.0,75.25,F43P1
21.5,75.5,21.75,75.75,F43P10
21.25,75.5,21.5,75.75,F43P11
21.0,75.5,21.25,75.75,F43P12
21.75,75.75,22.0,76.0,F43P13
21.5,75.75,21.75,76.0,F43P14
21.25,75.75,21.5,76.0,F43P15
21.0,75.75,21.25,76.0,F43P16
21.5,75.0,21.75,75.25,F43P2
21.25,75.0,21.5,75.25,F43P3
21.0,75.0,21.25,75.25,F43P4
21.75,75.25,22.0,75.5,F43P5
21.5,75.25,21.75,75.5,F43P6
21.25,75.25,21.5,75.5,F43P7
21.0,75.25,21.25,75.5,F43P8
21.75,75.5,22.0,75.75,F43P9
21.75,76.0,22.0,76.25,F43Q1
21.5,76.5,21.75,76.75,F43Q10
21.25,76.5,21.5,76.75,F43Q11
21.0,76.5,21.25,76.75,F43Q12
21.75,76.75,22.0,77.0,F43Q13
21.5,76.75,21.75,77.0,F43Q14
21.25,76.75,21.5,77.0,F43Q15
21.0,76.75,21.25,77.0,F43Q16
21.5,76.0,21.75,76.25,F43Q2
21.25,76.0,21.5,76.25,F43Q3
21.0,76.0,21.25,76.25,F43Q4
21.75,76.25,22.0,76.5,F43Q5
21.5,76.25,21.75,76.5,F43Q6
21.25,76.25,21.5,76.5,F43Q7
21.0,76.25,21.25,76.5,F43Q8
21.75,76.5,22.0,76.75,F43Q9
21.75,77.0,22.0,77.25,F43R1
21.5,77.5,21.75,77.75,F43R10
21.25,77.5,21.5,77.75,F43R11
21.0,77.5,21.25,77.75,F43R12
21.75,77.75,22.0,78.0,F43R13
21.5,77.75,21.75,78.0,F43R14
21.25,77.75,21.5,78.0,F43R15
21.0,77.75,21.25,78.0,F43R16
21.5,77.0,21.75,77.25,F43R2
21.25,77.0,21.5,77.25,F43R3
21.0,77.0,21.25,77.25,F43R4
21.75,77.25,22.0,77.5,F43R5
21.5,77.25,21.75,77.5,F43R6
21.25,77.25,21.5,77.5,F43R7
21.0,77.25,21.25,77.5,F43R8
21.75,77.5,22.0,77.75,F43R9
20.0,72.5,20.25,72.75,F43S12
20.5,72.75,20.75,73.0,F43S14
20.0,72.75,20.25,73.0,F43S16
20.75,73.0,21.0,73.25,F43T1
20.5,73.5,20.75,73.75,F43T10
20.25,73.5,20.5,73.75,F43T11
20.0,73.5,20.25,73.75,F43T12
20.75,73.75,21.0,74.0,F43T13
20.5,73.75,20.75,74.0,F43T14
20.25,73.75,20.5,74.0,F43T15
20.0,73.75,20.25,74.0,F43T16
20.5,73.0,20.75,73.25,F43T2
20.25,73.0,20.5,73.25,F43T3
20.0,73.0,20.25,73.25,F43T4
20.75,73.25,21.0,73.5,F43T5
20.5,73.25,20.75,73.5,F43T6
20.25,73.25,20.5,73.5,F43T7
20.0,73.25,20.25,73.5,F43T8
20.75,73.5,21.0,73.75,F43T9
20.75,74.0,21.0,74.25,F43U1
20.5,74.5,20.75,74.75,F43U10
20.25,74.5,20.5,74.75,F43U11
20.0,74.5,20.25,74.75,F43U12
20.75,74.75,21.0,75.0,F43U13
20.5,74.75,20.75,75.0,F43U14
20.25,74.75,20.5,75.0,F43U15
20.0,74.75,20.25,75.0,F43U16
20.5,74.0,20.75,74.25,F43U2
20.25,74.0,20.5,74.25,F43U3
20.0,74.0,20.25,74.25,F43U4
20.75,74.25,21.0,74.5,F43U5
20.5,74.25,20.75,74.5,F43U6
20.25,74.25,20.5,74.5,F43U7
20.0,74.25,20.25,74.5,F43U8
20.75,74.5,21.0,74.75,F43U9
20.5,75.5,20.75,75.75,F43V10
20.25,75.5,20.5,75.75,F43V11
20.0,75.5,20.25,75.75,F43V12
20.75,75.75,21.0,76.0,F43V13
20.5,75.75,20.75,76.0,F43V14
20.0,75.75,20.25,76.0,F43V16
20.25,75.0,20.5,75.25,F43V3
20.0,75.0,20.25,75.25,F43V4
20.75,75.25,21.0,75.5,F43V5
20.5,75.25,20.75,75.5,F43V6
20.25,75.25,20.5,75.5,F43V7
20.0,75.25,20.25,75.5,F43V8
20.75,75.5,21.0,75.75,F43V9
20.75,76.0,21.0,76.25,F43W1
20.5,76.5,20.75,76.75,F43W10
20.75,76.75,21.0,77.0,F43W13
20.5,76.75,20.75,77.0,F43W14
20.25,76.75,20.5,77.0,F43W15
20.0,76.75,20.25,77.0,F43W16
20.5,76.0,20.75,76.25,F43W2
20.25,76.0,20.5,76.25,F43W3
20.0,76.0,20.25,76.25,F43W4
20.75,76.25,21.0,76.5,F43W5
20.25,76.25,20.5,76.5,F43W7
20.75,76.5,21.0,76.75,F43W9
20.75,77.0,21.0,77.25,F43X1
20.5,77.5,20.75,77.75,F43X10
20.25,77.5,20.5,77.75,F43X11
20.0,77.5,20.25,77.75,F43X12
20.75,77.75,21.0,78.0,F43X13
20.5,77.75,20.75,78.0,F43X14
20.25,77.75,20.5,78.0,F43X15
20.0,77.75,20.25,78.0,F43X16
20.25,77.0,20.5,77.25,F43X3
20.0,77.0,20.25,77.25,F43X4
20.75,77.25,21.0,77.5,F43X5
20.5,77.25,20.75,77.5,F43X6
20.25,77.25,20.5,77.5,F43X7
20.0,77.25,20.25,77.5,F43X8
20.75,77.5,21.0,77.75,F43X9
23.75,78.0,24.0,78.25,F44A1
23.5,78.5,23.75,78.75,F44A10
23.25,78.5,23.5,78.75,F44A11
23.0,78.5,23.25,78.75,F44A12
23.75,78.75,24.0,79.0,F44A13
23.5,78.75,23.75,79.0,F44A14
23.25,78.75,23.5,79.0,F44A15
23.0,78.75,23.25,79.0,F44A16
23.5,78.0,23.75,78.25,F44A2
23.25,78.0,23.5,78.25,F44A3
23.0,78.0,23.25,78.25,F44A4
23.75,78.25,24.0,78.5,F44A5
23.5,78.25,23.75,78.5,F44A6
23.25,78.25,23.5,78.5,F44A7
23.0,78.25,23.25,78.5,F44A8
23.75,78.5,24.0,78.75,F44A9
23.75,79.0,24.0,79.25,F44B1
23.5,79.5,23.75,79.75,F44B10
23.25,79.5,23.5,79.75,F44B11
23.0,79.5,23.25,79.75,F44B12
23.75,79.75,24.0,80.0,F44B13
23.5,79.75,23.75,80.0,F44B14
23.25,79.75,23.5,80.0,F44B15
23.0,79.75,23.25,80.0,F44B16
23.5,79.0,23.75,79.25,F44B2
23.25,79.0,23.5,79.25,F44B3
23.0,79.0,23.25,79.25,F44B4
23.75,79.25,24.0,79.5,F44B5
23.5,79.25,23.75,79.5,F44B6
23.25,79.25,23.5,79.5,F44B7
23.0,79.25,23.25,79.5,F44B8
23.75,79.5,24.0,79.75,F44B9
23.75,80.0,24.0,80.25,F44C1
23.5,80.5,23.75,80.75,F44C10
23.25,80.5,23.5,80.75,F44C11
23.0,80.5,23.25,80.75,F44C12
23.75,80.75,24.0,81.0,F44C13
23.5,80.75,23.75,81.0,F44C14
23.25,80.75,23.5,81.0,F44C15
23.0,80.75,23.25,81.0,F44C16
23.5,80.0,23.75,80.25,F44C2
23.25,80.0,23.5,80.25,F44C3
23.0,80.0,23.25,80.25,F44C4
23.75,80.25,24.0,80.5,F44C5
23.5,80.25,23.75,80.5,F44C6
23.25,80.25,23.5,80.5,F44C7
23.0,80.25,23.25,80.5,F44C8
23.75,80.5,24.0,80.75,F44C9
23.75,81.0,24.0,81.25,F44D1
23.5,81.5,23.75,81.75,F44D10
23.25,81.5,23.5,81.75,F44D11
23.0,81.5,23.25,81.75,F44D12
23.75,81.75,24.0,82.0,F44D13
23.5,81.75,23.75,82.0,F44D14
23.25,81.75,23.5,82.0,F44D15
23.0,81.75,23.25,82.0,F44D16
23.5,81.0,23.75,81.25,F44D2
23.25,81.0,23.5,81.25,F44D3
23.0,81.0,23.25,81.25,F44D4
23.75,81.25,24.0,81.5,F44D5
23.5,81.25,23.75,81.5,F44D6
23.25,81.25,23.5,81.5,F44D7
23.0,81.25,23.25,81.5,F44D8
23.75,81.5,24.0,81.75,F44D9
23.75,82.0,24.0,82.25,F44E1
23.5,82.5,23.75,82.75,F44E10
23.25,82.5,23.5,82.75,F44E11
23.0,82.5,23.25,82.75,F44E12
23.75,82.75,24.0,83.0,F44E13
23.5,82.75,23.75,83.0,F44E14
23.25,82.75,23.5,83.0,F44E15
23.0,82.75,23.25,83.0,F44E16
23.5,82.0,23.75,82.25,F44E2
23.25,82.0,23.5,82.25,F44E3
23.0,82.0,23.25,82.25,F44E4
23.75,82.25,24.0,82.5,F44E5
23.5,82.25,23.75,82.5,F44E6
23.25,82.25,23.5,82.5,F44E7
23.0,82.25,23.25,82.5,F44E8
23.75,82.5,24.0,82.75,F44E9
23.75,83.0,24.0,83.25,F44F1
23.5,83.5,23.75,83.75,F44F10
23.25,83.5,23.5,83.75,F44F11
23.0,83.5,23.25,83.75,F44F12
23.75,83.75,24.0,84.0,F44F13
23.5,83.75,23.75,84.0,F44F14
23.25,83.75,23.5,84.0,F44F15
23.0,83.75,23.25,84.0,F44F16
23.5,83.0,23.75,83.25,F44F2
23.25,83.0,23.5,83.25,F44F3
23.0,83.0,23.25,83.25,F44F4
23.75,83.25,24.0,83.5,F44F5
23.5,83.25,23.75,83.5,F44F6
23.25,83.25,23.5,83.5,F44F7
23.0,83.25,23.25,83.5,F44F8
23.75,83.5,24.0,83.75,F44F9
22.75,78.0,23.0,78.25,F44G1
22.5,78.5,22.75,78.75,F44G10
22.25,78.5,22.5,78.75,F44G11
22.0,78.5,22.25,78.75,F44G12
22.75,78.75,23.0,79.0,F44G13
22.5,78.75,22.75,79.0,F44G14
22.25,78.75,22.5,79.0,F44G15
22.0,78.75,22.25,79.0,F44G16
22.5,78.0,22.75,78.25,F44G2
22.25,78.0,22.5,78.25,F44G3
22.0,78.0,22.25,78.25,F44G4
22.75,78.25,23.0,78.5,F44G5
22.5,78.25,22.75,78.5,F44G6
22.25,78.25,22.5,78.5,F44G7
22.0,78.25,22.25,78.5,F44G8
22.75,78.5,23.0,78.75,F44G9
22.75,79.0,23.0,79.25,F44H1
22.5,79.5,22.75,79.75,F44H10
22.25,79.5,22.5,79.75,F44H11
22.0,79.5,22.25,79.75,F44H12
22.75,79.75,23.0,80.0,F44H13
22.5,79.75,22.75,80.0,F44H14
22.25,79.75,22.5,80.0,F44H15
22.0,79.75,22.25,80.0,F44H16
22.5,79.0,22.75,79.25,F44H2
22.25,79.0,22.5,79.25,F44H3
22.0,79.0,22.25,79.25,F44H4
22.75,79.25,23.0,79.5,F44H5
22.5,79.25,22.75,79.5,F44H6
22.25,79.25,22.5,79.5,F44H7
22.0,79.25,22.25,79.5,F44H8
22.75,79.5,23.0,79.75,F44H9
22.75,80.0,23.0,80.25,F44I1
22.5,80.5,22.75,80.75,F44I10
22.25,80.5,22.5,80.75,F44I11
22.0,80.5,22.25,80.75,F44I12
22.75,80.75,23.0,81.0,F44I13
22.5,80.75,22.75,81.0,F44I14
22.25,80.75,22.5,81.0,F44I15
22.0,80.75,22.25,81.0,F44I16
22.5,80.0,22.75,80.25,F44I2
22.25,80.0,22.5,80.25,F44I3
22.0,80.0,22.25,80.25,F44I4
22.75,80.25,23.0,80.5,F44I5
22.5,80.25,22.75,80.5,F44I6
22.25,80.25,22.5,80.5,F44I7
22.0,80.25,22.25,80.5,F44I8
22.75,80.5,23.0,80.75,F44I9
22.75,81.0,23.0,81.25,F44J1
22.5,81.5,22.75,81.75,F44J10
22.25,81.5,22.5,81.75,F44J11
22.0,81.5,22.25,81.75,F44J12
22.75,81.75,23.0,82.0,F44J13
22.5,81.75,22.75,82.0,F44J14
22.25,81.75,22.5,82.0,F44J15
22.0,81.75,22.25,82.0,F44J16
22.5,81.0,22.75,81.25,F44J2
22.25,81.0,22.5,81.25,F44J3
22.0,81.0,22.25,81.25,F44J4
22.75,81.25,23.0,81.5,F44J5
22.5,81.25,22.75,81.5,F44J6
22.25,81.25,22.5,81.5,F44J7
22.0,81.25,22.25,81.5,F44J8
22.75,81.5,23.0,81.75,F44J9
22.75,82.0,23.0,82.25,F44K1
22.5,82.5,22.75,82.75,F44K10
22.25,82.5,22.5,82.75,F44K11
22.0,82.5,22.25,82.75,F44K12
22.75,82.75,23.0,83.0,F44K13
22.5,82.75,22.75,83.0,F44K14
22.25,82.75,22.5,83.0,F44K15
22.0,82.75,22.25,83.0,F44K16
22.5,82.0,22.75,82.25,F44K2
22.25,82.0,22.5,82.25,F44K3
22.0,82.0,22.25,82.25,F44K4
22.75,82.25,23.0,82.5,F44K5
22.5,82.25,22.75,82.5,F44K6
22.25,82.25,22.5,82.5,F44K7
22.0,82.25,22.25,82.5,F44K8
22.75,82.5,23.0,82.75,F44K9
22.75,83.0,23.0,83.25,F44L1
22.5,83.5,22.75,83.75,F44L10
22.25,83.5,22.5,83.75,F44L11
22.0,83.5,22.25,83.75,F44L12
22.75,83.75,23.0,84.0,F44L13
22.5,83.75,22.75,84.0,F44L14
22.25,83.75,22.5,84.0,F44L15
22.0,83.75,22.25,84.0,F44L16
22.5,83.0,22.75,83.25,F44L2
22.25,83.0,22.5,83.25,F44L3
22.0,83.0,22.25,83.25,F44L4
22.75,83.25,23.0,83.5,F44L5
22.5,83.25,22.75,83.5,F44L6
22.25,83.25,22.5,83.5,F44L7
22.0,83.25,22.25,83.5,F44L8
22.75,83.5,23.0,83.75,F44L9
21.75,78.0,22.0,78.25,F44M1
21.5,78.5,21.75,78.75,F44M10
21.25,78.5,21.5,78.75,F44M11
21.0,78.5,21.25,78.75,F44M12
21.75,78.75,22.0,79.0,F44M13
21.5,78.75,21.75,79.0,F44M14
21.25,78.75,21.5,79.0,F44M15
